,road_id,road_name,common_road_name,cway,speed_limit,network_type
93419,1104907,Tandara Fawy,Tandara Fawy,S,110km/h or 50km/h built up areas,Local Road
93426,1030591,Beech Ct,Beech Ct,S,110km/h or 50km/h built up areas,Local Road
93431,2051045,Koorden Pl,Koorden Pl,S,110km/h or 50km/h built up areas,Local Road
93469,1031754,Seascape View,Seascape View,S,110km/h or 50km/h built up areas,Local Road
93472,1104790,Alston Wy,Alston Wy,S,110km/h or 50km/h built up areas,Local Road
93508,1030224,Clara Rd,Clara Rd,S,110km/h or 50km/h built up areas,Local Road
93514,8140553,Nightjar L,Nightjar L,S,50km/h,Local Road
93560,0010012,Crab Creek Rd,Crab Creek Rd,S,110km/h or 50km/h built up areas,Local Road
93566,8110128,Gascoyne Av,Gascoyne Av,S,50km/h,Local Road
93576,4330006,Quellington Rd,Quellington Rd,S,110km/h or 50km/h built up areas,Local Road
93594,1032533,Olivine Rd,Olivine Rd,S,110km/h or 50km/h built up areas,Local Road
93601,2051172,Everwood Glde,Everwood Glde,S,110km/h or 50km/h built up areas,Local Road
93613,4212041,Beavis Pl,Beavis Pl,S,110km/h or 50km/h built up areas,Local Road
93657,2121369,Jasper Wy,Jasper Wy,S,110km/h or 50km/h built up areas,Local Road
93660,1220147,Nandina Av,Nandina Av,S,110km/h or 50km/h built up areas,Local Road
93695,2130004,Wren Rd,Wren Rd,S,110km/h or 50km/h built up areas,Local Road
93703,5020001,Mooliabeenee Rd,Mooliabeenee Rd,S,110km/h or 50km/h built up areas,Local Road
93711,3120144,Jones Rd,Jones Rd,S,110km/h or 50km/h built up areas,Local Road
93713,1040646,Orberry Pl,Orberry Pl,S,110km/h or 50km/h built up areas,Local Road
93715,5051137,Dayana Dr,Dayana Dr,S,50km/h,Local Road
93727,2050126,Injidup Spring Rd,Injidup Spring Rd,S,110km/h or 50km/h built up areas,Local Road
93738,5050128,Anderson St,Anderson St,S,60km/h,Local Road
93765,1030443,Allamanda Dr,Allamanda Dr,S,110km/h or 50km/h built up areas,Local Road
93770,1300141,Selkirk St,Selkirk St,S,110km/h or 50km/h built up areas,Local Road
93777,3021080,Mueller St,Mueller St,S,60km/h,Local Road
93812,1252646,Tassels Pl,Tassels Pl,S,110km/h or 50km/h built up areas,Local Road
93815,1310057,Marri Rd,Marri Rd,S,110km/h or 50km/h built up areas,Local Road
93844,2110217,Edwards Rd,Edwards Rd,S,110km/h or 50km/h built up areas,Local Road
93874,1060018,Runyon Rd,Runyon Rd,S,110km/h or 50km/h built up areas,Local Road
93900,3040001,Yeriminup Rd,Yeriminup Rd,S,110km/h or 50km/h built up areas,Local Road
93901,1250752,Markham Wy,Markham Wy,S,110km/h or 50km/h built up areas,Local Road
93905,5040130,Menardie Rd,Menardie Rd,S,110km/h or 50km/h built up areas,Local Road
93914,5190162,Coorow - Green Head Rd,Coorow - Green Head Rd,S,110km/h,Local Road
93928,5130182,Grey St,Grey St,S,50km/h,Local Road
93941,2121228,Boardwalk Bvd,Boardwalk Bvd,R,110km/h or 50km/h built up areas,Local Road
93948,1240216,Slyth Wy,Slyth Wy,S,110km/h or 50km/h built up areas,Local Road
93978,5160034,Coronation Beach Rd,Coronation Beach Rd,S,110km/h or 50km/h built up areas,Local Road
94015,1105244,Delta Rise,Delta Rise,S,110km/h or 50km/h built up areas,Local Road
94032,1103195,Lindholm Rtt,Lindholm Rtt,S,110km/h or 50km/h built up areas,Local Road
94034,4330011,Ovens Rd,Ovens Rd,S,110km/h or 50km/h built up areas,Local Road
94037,5110098,Manning St,Manning St,S,50km/h,Local Road
94071,2120257,Scrivener Pl,Scrivener Pl,S,110km/h or 50km/h built up areas,Local Road
94096,1300168,York St,York St,S,110km/h or 50km/h built up areas,Local Road
94116,1030262,Schofield St,Schofield St,S,110km/h or 50km/h built up areas,Local Road
94132,1050058,Walgreen Cr,Walgreen Cr,S,110km/h or 50km/h built up areas,Local Road
94172,1011208,Broadway Bvd,Broadway Bvd,S,110km/h or 50km/h built up areas,Local Road
94184,1110178,May Holman Dr,May Holman Dr,S,110km/h or 50km/h built up areas,Local Road
94195,1251061,Penelope Pl,Penelope Pl,S,110km/h or 50km/h built up areas,Local Road
94196,1030315,Dorcas Wy,Dorcas Wy,S,110km/h or 50km/h built up areas,Local Road
94200,1041012,Nyandi Ct,Nyandi Ct,S,110km/h or 50km/h built up areas,Local Road
94205,1041769,Nightjar L,Nightjar L,S,110km/h or 50km/h built up areas,Local Road
94234,1107785,Kingsway,Kingsway,S,110km/h or 50km/h built up areas,Local Road
94239,1090355,Wilson Rd,Wilson Rd,S,70km/h,Local Road
94247,1313909,Citadel Wy,Citadel Wy,S,110km/h or 50km/h built up areas,Local Road
94258,1103443,Tomago Wy,Tomago Wy,S,110km/h or 50km/h built up areas,Local Road
94261,1290206,Satellite Pl,Satellite Pl,S,110km/h or 50km/h built up areas,Local Road
94320,1250076,Thurlow Av,Thurlow Av,S,110km/h or 50km/h built up areas,Local Road
94333,608Z060,Link Rd,Link Rd,S,110km/h or 50km/h built up areas,Local Road
94336,1251151,Helmsley St,Helmsley St,S,110km/h or 50km/h built up areas,Local Road
94343,1071284,Swallowtail Pde,Swallowtail Pde,S,110km/h or 50km/h built up areas,Local Road
94347,1260085,Fourth Av,Fourth Av,S,110km/h or 50km/h built up areas,Local Road
94353,0020011,Gordon Downs Rd,Gordon Downs Rd,S,110km/h or 50km/h built up areas,Local Road
94383,0020017,Balgo Rd,Balgo Rd,S,110km/h or 50km/h built up areas,Local Road
94391,1104750,Upham Br,Upham Br,S,110km/h or 50km/h built up areas,Local Road
94415,6110096,Hydra St,Hydra St,S,50km/h,Local Road
94426,1160060,Macarthur St,Macarthur St,S,110km/h or 50km/h built up areas,Local Road
94437,1091437,Allington Av,Allington Av,S,110km/h or 50km/h built up areas,Local Road
94444,1311569,Whelk Pl,Whelk Pl,S,110km/h or 50km/h built up areas,Local Road
94445,1311851,Pinnaroo Dr,Pinnaroo Dr,S,110km/h or 50km/h built up areas,Local Road
94465,1080131,Park Rd,Park Rd,S,110km/h or 50km/h built up areas,Local Road
94476,1105562,Orange Grove Bvd,Orange Grove Bvd,S,110km/h or 50km/h built up areas,Local Road
94478,3021325,Proudlove Pde,Proudlove Pde,S,50km/h,Local Road
94480,1280285,Lesser St,Lesser St,S,110km/h or 50km/h built up areas,Local Road
94481,1031379,Hedges Rtt,Hedges Rtt,S,110km/h or 50km/h built up areas,Local Road
94500,1251384,Sussex St,Sussex St,S,110km/h or 50km/h built up areas,Local Road
94512,5180146,Koralling St,Koralling St,S,110km/h or 50km/h built up areas,Local Road
94533,003Z036,Mowanjun Access Rd,Mowanjun Access Rd,S,90km/h,State Road
94541,1010218,Lilian Av,Lilian Av,S,110km/h or 50km/h built up areas,Local Road
94557,H306,Reid Hwy (Westbound) on to Tonkin Hwy (Southbound),Reid Hwy (Westbound) on to Tonkin Hwy (Southbound),S,100km/h,State Road
94572,1063051,Whitlam St,Whitlam St,S,110km/h or 50km/h built up areas,Local Road
94601,1190360,Dawson Rd,Dawson Rd,S,110km/h or 50km/h built up areas,Local Road
94604,1085170,Barnard Gr,Barnard Gr,S,110km/h or 50km/h built up areas,Local Road
94638,3150022,Piesseville - Jaloran Rd,Piesseville - Jaloran Rd,S,110km/h or 50km/h built up areas,Local Road
94664,1031566,Bendee Dr,Bendee Dr,S,110km/h or 50km/h built up areas,Local Road
94670,1080037,Scarp Rd,Scarp Rd,S,110km/h or 50km/h built up areas,Local Road
94713,1150036,Walter St,Walter St,S,110km/h or 50km/h built up areas,Local Road
94758,1093367,Bushside Dr,Bushside Dr,S,110km/h or 50km/h built up areas,Local Road
94759,1290054,Esperance St,Esperance St,S,110km/h or 50km/h built up areas,Local Road
94762,201Z038,Cosy Corner Rd (NP),Cosy Corner Rd (NP),S,110km/h or 50km/h built up areas,Local Road
94776,5050065,Urch St,Urch St,S,50km/h,Local Road
94781,2080146,Lofthouse Av,Lofthouse Av,S,110km/h or 50km/h built up areas,Local Road
94816,1252363,Memorial L,Memorial L,S,110km/h or 50km/h built up areas,Local Road
94852,305Z026,Break Rd,Break Rd,S,110km/h or 50km/h built up areas,Local Road
94862,1252427,Bronzewing Loop,Bronzewing Loop,S,110km/h or 50km/h built up areas,Local Road
94867,0010103,Ellies Ct,Ellies Ct,S,110km/h or 50km/h built up areas,Local Road
94880,1050990,Obsidian Wy,Obsidian Wy,S,110km/h or 50km/h built up areas,Local Road
94889,1280205,Kintyre Cr,Kintyre Cr,S,110km/h or 50km/h built up areas,Local Road
94894,3070010,Old Ongerup Rd,Old Ongerup Rd,S,110km/h or 50km/h built up areas,Local Road
94895,1091988,Madigan Wy,Madigan Wy,S,110km/h or 50km/h built up areas,Local Road
94908,304Z006,Stirling Range Dr,Stirling Range Dr,S,110km/h or 50km/h built up areas,Local Road
94927,4100117,Melba St,Melba St,S,60km/h,Local Road
94936,1011306,Trotman Ct,Trotman Ct,S,110km/h or 50km/h built up areas,Local Road
94941,1102149,Woodward Cir,Woodward Cir,S,110km/h or 50km/h built up areas,Local Road
94944,0010097,Bore Line Rd,Bore Line Rd,S,110km/h or 50km/h built up areas,Local Road
94963,3120082,Crockerup Rd,Crockerup Rd,S,110km/h or 50km/h built up areas,Local Road
94997,8130029,Lukis St,Lukis St,S,60km/h,Local Road
95010,6040045,Mills Rd,Mills Rd,S,110km/h or 50km/h built up areas,Local Road
95038,H502,Mill Point Rd on to Kwinana Fwy (Southbound),Mill Point Rd on to Kwinana Fwy (Southbound),S,60km/h,State Road
95045,1250527,Montrose St,Montrose St,S,110km/h or 50km/h built up areas,Local Road
95076,1300173,Menzies St,Menzies St,S,110km/h or 50km/h built up areas,Local Road
95090,3021161,McKenzie St,McKenzie St,S,50km/h,Local Road
95102,1251707,David St,David St,S,110km/h or 50km/h built up areas,Local Road
95120,3040085,Shelderton Rd,Shelderton Rd,S,110km/h or 50km/h built up areas,Local Road
95127,1250889,Waverley St,Waverley St,S,110km/h or 50km/h built up areas,Local Road
95140,1140721,Rudyard Ct,Rudyard Ct,S,110km/h or 50km/h built up areas,Local Road
95147,5070014,Airfield Rd,Airfield Rd,S,110km/h or 50km/h built up areas,Local Road
95151,1092432,Brammall Bend,Brammall Bend,S,110km/h or 50km/h built up areas,Local Road
95181,1314586,Eddystone Av,Eddystone Av,S,110km/h or 50km/h built up areas,Local Road
95204,6040219,Freebairn Rd,Freebairn Rd,S,110km/h or 50km/h built up areas,Local Road
95206,1280281,Brighton St,Brighton St,S,110km/h or 50km/h built up areas,Local Road
95215,1071638,Seaspray Pl,Seaspray Pl,S,110km/h or 50km/h built up areas,Local Road
95216,1072188,Cape Mndr,Cape Mndr,S,110km/h or 50km/h built up areas,Local Road
95217,1072793,Rubylou Cr,Rubylou Cr,S,110km/h or 50km/h built up areas,Local Road
95249,1252465,Bella Vsta,Bella Vsta,S,110km/h or 50km/h built up areas,Local Road
95252,2040234,Shenton St,Shenton St,S,110km/h or 50km/h built up areas,Local Road
95271,2050240,Carter St,Carter St,S,110km/h or 50km/h built up areas,Local Road
95281,H315,Tonkin Hwy (Northbound) off to Gnangara Rd (Westbound),Tonkin Hwy (Northbound) off to Gnangara Rd (Westbound),S,70km/h,State Road
95283,1251242,Bridgewater Cr,Bridgewater Cr,S,110km/h or 50km/h built up areas,Local Road
95284,1191079,Norton Rdge,Norton Rdge,S,110km/h or 50km/h built up areas,Local Road
95285,1080014,Rapids Rd,Rapids Rd,S,110km/h or 50km/h built up areas,Local Road
95287,4080061,Eaton St,Eaton St,S,40km/h,Local Road
95288,1071344,Taggert Av,Taggert Av,S,110km/h or 50km/h built up areas,Local Road
95305,1015593,Easthope Link,Easthope Link,S,110km/h or 50km/h built up areas,Local Road
95329,3021116,Jeffries St,Jeffries St,S,50km/h,Local Road
95342,1090225,Mayo Rd,Mayo Rd,S,80km/h,Local Road
95355,1190229,Adams St,Adams St,S,110km/h or 50km/h built up areas,Local Road
95361,6090028,Mount Celia Rd,Mount Celia Rd,S,110km/h or 50km/h built up areas,Local Road
95375,3170041,Cronin Rd,Cronin Rd,S,110km/h or 50km/h built up areas,Local Road
95388,4330181,Macartney St,Macartney St,S,110km/h or 50km/h built up areas,Local Road
95391,1190382,Stoke St,Stoke St,S,110km/h or 50km/h built up areas,Local Road
95392,1040128,Sage Rd,Sage Rd,S,110km/h or 50km/h built up areas,Local Road
95419,0030221,Livistona St,Livistona St,S,60km/h,Local Road
95449,4330043,Cameron Rd,Cameron Rd,S,110km/h or 50km/h built up areas,Local Road
95450,1290298,Somerset St,Somerset St,S,110km/h or 50km/h built up areas,Local Road
95458,3050014,Mt Lindesay Rd,Mt Lindesay Rd,S,110km/h or 50km/h built up areas,Local Road
95459,2110109,Kelly Rd,Kelly Rd,S,110km/h or 50km/h built up areas,Local Road
95466,5180012,Rifle Range Rd,Rifle Range Rd,S,110km/h or 50km/h built up areas,Local Road
95467,6053007,Whitlock St,Whitlock St,S,50km/h,Local Road
95473,4290004,Yilliminning Rd,Yilliminning Rd,S,110km/h or 50km/h built up areas,Local Road
95488,1091119,Ford St,Ford St,S,110km/h or 50km/h built up areas,Local Road
95497,8130446,Hematite Dr,Hematite Dr,S,50km/h,Local Road
95533,1310092,Calectasia St,Calectasia St,S,110km/h or 50km/h built up areas,Local Road
95546,4110102,Best St,Best St,S,50km/h,Local Road
95551,1030377,Leaside Wy,Leaside Wy,S,110km/h or 50km/h built up areas,Local Road
95613,2120081,Charon Rd,Charon Rd,S,110km/h or 50km/h built up areas,Local Road
95615,7030030,Murchison Downs Rd,Murchison Downs Rd,S,110km/h or 50km/h built up areas,Local Road
95632,2030158,Spencer St,Spencer St,S,110km/h or 50km/h built up areas,Local Road
95698,1190902,Callaway Cr,Callaway Cr,S,110km/h or 50km/h built up areas,Local Road
95717,1252093,Farnesian Cir,Farnesian Cir,S,110km/h or 50km/h built up areas,Local Road
95735,2080029,Giumelli Rd,Giumelli Rd,S,110km/h or 50km/h built up areas,Local Road
95753,5051019,Sandsprings Rd,Sandsprings Rd,S,110km/h or 50km/h built up areas,Local Road
95793,1312260,West View Bvd,West View Bvd,S,110km/h or 50km/h built up areas,Local Road
95836,1251377,Kathleen St,Kathleen St,S,110km/h or 50km/h built up areas,Local Road
95840,1021280,Crimson Bvd,Crimson Bvd,S,110km/h or 50km/h built up areas,Local Road
95862,8120207,Armstrong Wy,Armstrong Wy,S,50km/h,Local Road
95868,1160112,De Nardi L,De Nardi L,S,110km/h or 50km/h built up areas,Local Road
95869,1108076,Dolphin Dr,Dolphin Dr,S,110km/h or 50km/h built up areas,Local Road
95883,0010054,Barred Creek Rd,Barred Creek Rd,S,110km/h or 50km/h built up areas,Local Road
95897,5030238,Roberts Rd,Roberts Rd,S,110km/h or 50km/h built up areas,Local Road
95944,1106106,Joseph Banks Bvd,Joseph Banks Bvd,L,110km/h or 50km/h built up areas,Local Road
95965,1190140,Strome Rd,Strome Rd,S,110km/h or 50km/h built up areas,Local Road
95979,1041948,Bantam Link,Bantam Link,S,110km/h or 50km/h built up areas,Local Road
95995,8130107,Hedditch St,Hedditch St,S,50km/h,Local Road
96002,5051381,Polwarth Pde,Polwarth Pde,S,50km/h,Local Road
96007,2090031,Preston Beach Rd,Preston Beach Rd,S,90km/h,Local Road
96014,1104179,Mutiny Tce,Mutiny Tce,S,110km/h or 50km/h built up areas,Local Road
96048,4290016,Tincurrin Rd,Tincurrin Rd,S,110km/h or 50km/h built up areas,Local Road
96049,1106711,Potton Rise,Potton Rise,S,110km/h or 50km/h built up areas,Local Road
96064,2130164,Neds Rd,Neds Rd,S,110km/h or 50km/h built up areas,Local Road
96069,2150058,Newton St,Newton St,S,110km/h or 50km/h built up areas,Local Road
96075,1085106,Kokoda Bvd,Kokoda Bvd,S,110km/h or 50km/h built up areas,Local Road
96090,5010111,Eneabba Dr,Eneabba Dr,S,110km/h or 50km/h built up areas,Local Road
96094,3160058,Farrell Rd,Farrell Rd,S,110km/h or 50km/h built up areas,Local Road
96098,1270395,R.O.W. 395,R.O.W. 395,S,110km/h or 50km/h built up areas,Local Road
96099,1101670,Mosey St,Mosey St,S,60km/h,Local Road
96103,1120847,Sargents L,Sargents L,S,110km/h or 50km/h built up areas,Local Road
96157,8030242,Carnarvon - Mullewa Rd,Carnarvon - Mullewa Rd,S,110km/h,Local Road
96170,2030035,Grange Rd,Grange Rd,S,110km/h or 50km/h built up areas,Local Road
96173,1050324,Tunnicliffe St,Tunnicliffe St,S,110km/h or 50km/h built up areas,Local Road
96179,1251840,Lakeside Rd,Lakeside Rd,S,110km/h or 50km/h built up areas,Local Road
96202,1190492,Choules Pl,Choules Pl,S,110km/h or 50km/h built up areas,Local Road
96223,2060572,Athena St,Athena St,S,110km/h or 50km/h built up areas,Local Road
96227,1290107,Washington St,Washington St,S,110km/h or 50km/h built up areas,Local Road
96243,1110122,Micklton Tce East,Micklton Tce East,S,110km/h or 50km/h built up areas,Local Road
96258,1080562,Rubery Wy,Rubery Wy,S,110km/h or 50km/h built up areas,Local Road
96270,1120120,Hudson St,Hudson St,S,110km/h or 50km/h built up areas,Local Road
96297,1180286,Laidlaw St,Laidlaw St,S,110km/h or 50km/h built up areas,Local Road
96299,8040019,Brockman St,Brockman St,S,50km/h,Local Road
96304,1040799,Oakover Wy,Oakover Wy,S,110km/h or 50km/h built up areas,Local Road
96308,6100009,Springdale Rd,Springdale Rd,S,110km/h or 50km/h built up areas,Local Road
96341,1031471,Paulik Wy Access Rd,Paulik Wy Access Rd,S,110km/h or 50km/h built up areas,Local Road
96353,1070122,Surf Dr,Surf Dr,S,110km/h or 50km/h built up areas,Local Road
96359,1120347,Evans Pl,Evans Pl,S,110km/h or 50km/h built up areas,Local Road
96366,1070862,Minigwal Loop,Minigwal Loop,S,110km/h or 50km/h built up areas,Local Road
96386,1105811,Opportunity St,Opportunity St,S,110km/h or 50km/h built up areas,Local Road
96409,1071803,Marginata Gte,Marginata Gte,S,110km/h or 50km/h built up areas,Local Road
96419,1220069,Bulimba Rd,Bulimba Rd,S,110km/h or 50km/h built up areas,Local Road
96445,5070004,Beermullah Rd West,Beermullah Rd West,S,110km/h or 50km/h built up areas,Local Road
96447,1140341,Walton St,Walton St,S,110km/h or 50km/h built up areas,Local Road
96484,1072116,Forward St,Forward St,S,110km/h or 50km/h built up areas,Local Road
96494,1290152,Clydesdale St,Clydesdale St,S,110km/h or 50km/h built up areas,Local Road
96507,1250445,Eldorado St,Eldorado St,S,110km/h or 50km/h built up areas,Local Road
96518,1031111,Catspaw Av,Catspaw Av,S,110km/h or 50km/h built up areas,Local Road
96527,1010105,Montrose Cir,Montrose Cir,S,110km/h or 50km/h built up areas,Local Road
96529,1050400,Goldney Ct,Goldney Ct,S,110km/h or 50km/h built up areas,Local Road
96530,1041262,Barraberry Rtt,Barraberry Rtt,S,110km/h or 50km/h built up areas,Local Road
96533,1020100,Noel Rd,Noel Rd,S,110km/h or 50km/h built up areas,Local Road
96538,0010201,Smirnoff Pl,Smirnoff Pl,S,110km/h or 50km/h built up areas,Local Road
96540,1130153,Manuel Cr,Manuel Cr,S,110km/h or 50km/h built up areas,Local Road
96549,1092593,Parkfarm Dr,Parkfarm Dr,S,110km/h or 50km/h built up areas,Local Road
96638,1260407,R.O.W. 117,R.O.W. 117,S,110km/h or 50km/h built up areas,Local Road
96658,1080112,Oak Wy,Oak Wy,S,110km/h or 50km/h built up areas,Local Road
96664,1140067,Crawford St,Crawford St,S,110km/h or 50km/h built up areas,Local Road
96691,5070213,Cockram Rd,Cockram Rd,S,110km/h or 50km/h built up areas,Local Road
96704,106Z026,Park Rd (NP),Park Rd (NP),S,110km/h or 50km/h built up areas,Local Road
96705,8050031,Gilroyd Rd,Gilroyd Rd,S,110km/h or 50km/h built up areas,Local Road
96709,2130493,Marginata Rd,Marginata Rd,S,110km/h or 50km/h built up areas,Local Road
96719,1314100,St Pauls Cr,St Pauls Cr,S,110km/h or 50km/h built up areas,Local Road
96728,1070244,Malbeling Cl,Malbeling Cl,S,110km/h or 50km/h built up areas,Local Road
96760,2121356,Spinnaker Qys,Spinnaker Qys,S,110km/h or 50km/h built up areas,Local Road
96776,1072191,Carex L,Carex L,S,110km/h or 50km/h built up areas,Local Road
96783,1252347,Paine Ct West,Paine Ct West,S,110km/h or 50km/h built up areas,Local Road
96789,1040157,Celebration St,Celebration St,S,110km/h or 50km/h built up areas,Local Road
96801,1190073,River View Tce,River View Tce,S,110km/h or 50km/h built up areas,Local Road
96819,2121432,Pineknoll Gdns,Pineknoll Gdns,S,110km/h or 50km/h built up areas,Local Road
96826,1093611,Camarillo St,Camarillo St,S,110km/h or 50km/h built up areas,Local Road
96837,7050008,New Forest - Yallalong Rd,New Forest - Yallalong Rd,S,110km/h or 50km/h built up areas,Local Road
96839,1040057,Pegus St,Pegus St,S,110km/h or 50km/h built up areas,Local Road
96847,1060157,Damascus Dr,Damascus Dr,S,110km/h or 50km/h built up areas,Local Road
96892,2120088,Lynda St,Lynda St,S,110km/h or 50km/h built up areas,Local Road
96902,2120009,Ocean Rd,Ocean Rd,S,110km/h or 50km/h built up areas,Local Road
96933,1060181,Cottingley Pl,Cottingley Pl,S,110km/h or 50km/h built up areas,Local Road
96940,1251090,Phillips Gr,Phillips Gr,S,110km/h or 50km/h built up areas,Local Road
96956,1091120,First Av,First Av,S,110km/h or 50km/h built up areas,Local Road
96965,2051428,Plankton St,Plankton St,S,90km/h,State Road
96974,1050838,Robbos Wy,Robbos Wy,S,110km/h or 50km/h built up areas,Local Road
97007,6080054,Hoover St,Hoover St,S,50km/h,Local Road
97013,2010630,Alferink Cr,Alferink Cr,S,60km/h,Local Road
97021,1250289,Park St,Park St,S,110km/h or 50km/h built up areas,Local Road
97027,2051498,Miamup Rd,Miamup Rd,S,110km/h or 50km/h built up areas,Local Road
97036,1311739,Ancilla St,Ancilla St,S,110km/h or 50km/h built up areas,Local Road
97055,1015205,Petrona Cr,Petrona Cr,S,110km/h or 50km/h built up areas,Local Road
97071,1015088,Lafayette Av,Lafayette Av,S,110km/h or 50km/h built up areas,Local Road
97093,1031510,The Fairway,The Fairway,S,110km/h or 50km/h built up areas,Local Road
97113,1140463,Kielman Rd,Kielman Rd,S,110km/h or 50km/h built up areas,Local Road
97169,8130179,Tonkin St,Tonkin St,S,40km/h,Local Road
97185,4130015,Gabbin - Trayning Rd,Gabbin - Trayning Rd,S,110km/h or 50km/h built up areas,Local Road
97187,1050782,Lomond Cr,Lomond Cr,S,110km/h or 50km/h built up areas,Local Road
97201,1040253,Seale St,Seale St,S,110km/h or 50km/h built up areas,Local Road
97212,1240003,Crawley Av,Crawley Av,S,110km/h or 50km/h built up areas,Local Road
97228,H302,Reid Hwy (Eastbound) on to Tonkin Hwy (Northbound),Reid Hwy (Eastbound) on to Tonkin Hwy (Northbound),S,80km/h,State Road
97236,1080141,Clifton St,Clifton St,S,110km/h or 50km/h built up areas,Local Road
97245,1251175,James St,James St,S,110km/h or 50km/h built up areas,Local Road
97260,4100140,East Hyden Bin Rd,East Hyden Bin Rd,S,110km/h or 50km/h built up areas,Local Road
97321,1020612,Burtonia Wy,Burtonia Wy,S,110km/h or 50km/h built up areas,Local Road
97334,1093068,Midgegooroo St,Midgegooroo St,S,110km/h or 50km/h built up areas,Local Road
97357,8120245,Kunawarritji Access,Kunawarritji Access,S,110km/h or 50km/h built up areas,Local Road
97358,2120019,Durham Cr Sth,Durham Cr Sth,S,110km/h or 50km/h built up areas,Local Road
97362,1250144,Beachton St,Beachton St,S,110km/h or 50km/h built up areas,Local Road
97444,1050204,Banksia Rd,Banksia Rd,S,70km/h,Local Road
97532,1260061,Baron-Hay Ct,Baron-Hay Ct,S,110km/h or 50km/h built up areas,Local Road
97535,1120407,Farmfield Wy,Farmfield Wy,S,110km/h or 50km/h built up areas,Local Road
97538,1120319,Paine Rd,Paine Rd,S,110km/h or 50km/h built up areas,Local Road
97564,1093461,Anderton St,Anderton St,S,110km/h or 50km/h built up areas,Local Road
97569,8130207,Captains Wy,Captains Wy,S,50km/h,Local Road
97573,1210011,Johnson Pde,Johnson Pde,S,110km/h or 50km/h built up areas,Local Road
97583,1311878,Britannia Wy,Britannia Wy,S,110km/h or 50km/h built up areas,Local Road
97589,1011358,Minton Bend,Minton Bend,S,110km/h or 50km/h built up areas,Local Road
97606,1070446,Crawford Ct,Crawford Ct,S,110km/h or 50km/h built up areas,Local Road
97629,1103757,Rooke Wy,Rooke Wy,S,110km/h or 50km/h built up areas,Local Road
97635,4140028,Muntadgin - Tandegin Rd,Muntadgin - Tandegin Rd,S,110km/h or 50km/h built up areas,Local Road
97643,1191252,Weatherburn Wy,Weatherburn Wy,S,110km/h or 50km/h built up areas,Local Road
97657,5020038,Reserve Rd,Reserve Rd,S,110km/h or 50km/h built up areas,Local Road
97662,2080426,Wandoo Wy,Wandoo Wy,S,60km/h,Local Road
97688,1130074,Victoria St Nth,Victoria St Nth,S,110km/h or 50km/h built up areas,Local Road
97735,1130190,Hubert St,Hubert St,S,110km/h or 50km/h built up areas,Local Road
97748,2120083,Crusader St,Crusader St,S,110km/h or 50km/h built up areas,Local Road
97752,1070255,Pt Peron Lkt Access,Pt Peron Lkt Access,S,110km/h or 50km/h built up areas,Local Road
97755,1100838,Topeka Pl,Topeka Pl,S,110km/h or 50km/h built up areas,Local Road
97775,1140219,Parklands Sq,Parklands Sq,S,110km/h or 50km/h built up areas,Local Road
97837,5170125,Toodyay - Bindi Bindi Rd,Toodyay - Bindi Bindi Rd,S,110km/h,Local Road
97848,1092239,Farmaner Pwy,Farmaner Pwy,S,110km/h or 50km/h built up areas,Local Road
97852,1105672,Ballymote Gdns,Ballymote Gdns,S,110km/h or 50km/h built up areas,Local Road
97855,1010403,Balannup Rd,Balannup Rd,S,110km/h or 50km/h built up areas,Local Road
97871,1290023,Boundary Rd,Boundary Rd,S,110km/h or 50km/h built up areas,Local Road
97884,1280254,Kavanagh St,Kavanagh St,S,110km/h or 50km/h built up areas,Local Road
97955,1010439,Browning Rd,Browning Rd,S,110km/h or 50km/h built up areas,Local Road
97956,1310726,Edna Wy,Edna Wy,S,110km/h or 50km/h built up areas,Local Road
97960,2070110,Carma Av,Carma Av,S,110km/h or 50km/h built up areas,Local Road
98010,1092273,Strathmore Pwy,Strathmore Pwy,S,110km/h or 50km/h built up areas,Local Road
98018,2120910,Hermitage St,Hermitage St,S,60km/h,Local Road
98029,5070021,Whakea Rd,Whakea Rd,S,110km/h or 50km/h built up areas,Local Road
98034,2051468,Ganges L,Ganges L,S,60km/h,Local Road
98077,1140486,Vellgrove Av,Vellgrove Av,S,110km/h or 50km/h built up areas,Local Road
98083,1030567,Bennett Av,Bennett Av,S,110km/h or 50km/h built up areas,Local Road
98114,1050917,Tiliqua Cr,Tiliqua Cr,S,110km/h or 50km/h built up areas,Local Road
98128,1260082,Roseberry Av,Roseberry Av,S,110km/h or 50km/h built up areas,Local Road
98137,1280209,Pearson Pl,Pearson Pl,S,110km/h or 50km/h built up areas,Local Road
98151,1296134,Lane 39a,Lane 39a,S,110km/h or 50km/h built up areas,Local Road
98201,1190210,Calpin Cr,Calpin Cr,S,110km/h or 50km/h built up areas,Local Road
98214,1031377,Grljusich Pl,Grljusich Pl,S,110km/h or 50km/h built up areas,Local Road
98239,1296186,Lane 66b,Lane 66b,S,110km/h or 50km/h built up areas,Local Road
98247,1105833,Observatory Dr,Observatory Dr,S,110km/h or 50km/h built up areas,Local Road
98310,1120848,Ellard L,Ellard L,S,110km/h or 50km/h built up areas,Local Road
98318,3021348,Hockey Wy,Hockey Wy,S,110km/h or 50km/h built up areas,Local Road
98321,1050949,Bentham Rise,Bentham Rise,S,110km/h or 50km/h built up areas,Local Road
